utterance_id,emotion,start_sec,end_sec,source_emotion_file,duration_sec,session,speaker,gender_proxy
Ses01M_impro01_M012,fru,62.78,66.03,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,3.25,Ses01,Ses01M,M
Ses01M_impro01_M013,fru,66.8475,70.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,3.1925000000000097,Ses01,Ses01M,M
Ses01M_impro01_M014,xxx,70.515,71.695,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,1.1799999999999926,Ses01,Ses01M,M
Ses01M_impro01_M015,fru,73.1425,75.0125,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,1.8700000000000045,Ses01,Ses01M,M
Ses01M_impro01_M016,fru,80.19,82.3,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,2.1099999999999994,Ses01,Ses01M,M
Ses01M_impro01_M017,fru,83.63,86.36,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,2.730000000000004,Ses01,Ses01M,M
Ses01M_impro01_M018,fru,86.38,92.05,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,5.670000000000002,Ses01,Ses01M,M
Ses01M_impro01_M019,fru,93.88,96.79,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,2.910000000000011,Ses01,Ses01M,M
Ses01M_impro01_M020,ang,96.91,100.53,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,3.6200000000000045,Ses01,Ses01M,M
Ses01M_impro01_M021,xxx,102.17,107.5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,5.329999999999998,Ses01,Ses01M,M
Ses01M_impro01_M022,fru,109.14,110.51,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,1.3700000000000045,Ses01,Ses01M,M
Ses01M_impro01_M023,fru,110.69,113.22,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,2.530000000000001,Ses01,Ses01M,M
Ses01M_impro01_M024,xxx,113.5575,116.18,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,2.6225000000000023,Ses01,Ses01M,M
Ses01M_impro01_M025,ang,118.835,122.18,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,3.345000000000013,Ses01,Ses01M,M
Ses01M_impro01_M026,fru,123.99,130.72,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,6.730000000000004,Ses01,Ses01M,M
Ses01M_impro01_M027,fru,130.72,134.185,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,3.4650000000000034,Ses01,Ses01M,M
Ses01M_impro01_M028,fru,136.11,138.51,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,2.3999999999999773,Ses01,Ses01M,M
Ses01M_impro01_M029,xxx,139.96,147.95,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,7.989999999999981,Ses01,Ses01M,M
Ses01M_impro01_M030,ang,148.0,149.12,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,1.1200000000000045,Ses01,Ses01M,M
Ses01M_impro01_M031,ang,149.18,151.85,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,2.6699999999999875,Ses01,Ses01M,M
Ses01M_impro01_M032,ang,151.85,157.36,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,5.510000000000019,Ses01,Ses01M,M
Ses01M_impro01_M033,fru,158.63,163.6625,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro01.txt,5.032499999999999,Ses01,Ses01M,M
Ses01M_impro02_F000,neu,8.0737,11.47,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.3963,Ses01,Ses01M,M
Ses01M_impro02_F001,xxx,24.15,26.98,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.830000000000002,Ses01,Ses01M,M
Ses01M_impro02_F002,sur,29.35,32.46,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.1099999999999994,Ses01,Ses01M,M
Ses01M_impro02_F003,fru,35.4,38.6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.200000000000003,Ses01,Ses01M,M
Ses01M_impro02_F004,fru,40.1,42.3725,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.272500000000001,Ses01,Ses01M,M
Ses01M_impro02_F005,fru,42.495,45.82,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.325000000000003,Ses01,Ses01M,M
Ses01M_impro02_F006,fru,53.495,54.995,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,1.5,Ses01,Ses01M,M
Ses01M_impro02_F007,fru,58.98,62.11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.1300000000000026,Ses01,Ses01M,M
Ses01M_impro02_F008,fru,78.48,79.745,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,1.2650000000000006,Ses01,Ses01M,M
Ses01M_impro02_F009,sad,85.84,89.14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.299999999999997,Ses01,Ses01M,M
Ses01M_impro02_F010,sad,90.39,93.65,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.260000000000005,Ses01,Ses01M,M
Ses01M_impro02_F011,xxx,116.89,122.52,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,5.6299999999999955,Ses01,Ses01M,M
Ses01M_impro02_F012,xxx,128.83,131.1175,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.2874999999999943,Ses01,Ses01M,M
Ses01M_impro02_F013,sad,144.54,148.6,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.060000000000002,Ses01,Ses01M,M
Ses01M_impro02_F014,xxx,152.31,154.9183,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.6082999999999856,Ses01,Ses01M,M
Ses01M_impro02_F015,sad,157.42,160.11,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.690000000000026,Ses01,Ses01M,M
Ses01M_impro02_F016,xxx,167.91,170.77,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.8600000000000136,Ses01,Ses01M,M
Ses01M_impro02_F017,sad,172.41,177.35,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.939999999999998,Ses01,Ses01M,M
Ses01M_impro02_F018,xxx,185.54,190.36,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.820000000000022,Ses01,Ses01M,M
Ses01M_impro02_F019,sad,201.7575,204.05,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.292500000000018,Ses01,Ses01M,M
Ses01M_impro02_F020,xxx,209.95,214.81,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.860000000000014,Ses01,Ses01M,M
Ses01M_impro02_F021,xxx,216.925,219.13,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.204999999999984,Ses01,Ses01M,M
Ses01M_impro02_M000,neu,4.5582,7.86,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.3018,Ses01,Ses01M,M
Ses01M_impro02_M001,sad,13.76,17.52,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.76,Ses01,Ses01M,M
Ses01M_impro02_M002,sad,19.33,23.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.300000000000001,Ses01,Ses01M,M
Ses01M_impro02_M003,sad,27.11,29.825,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.715,Ses01,Ses01M,M
Ses01M_impro02_M004,xxx,38.61,41.33,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.719999999999999,Ses01,Ses01M,M
Ses01M_impro02_M005,xxx,42.4225,44.35,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,1.927500000000002,Ses01,Ses01M,M
Ses01M_impro02_M006,fru,47.19,49.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.440000000000005,Ses01,Ses01M,M
Ses01M_impro02_M007,sad,49.66,58.18,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,8.520000000000003,Ses01,Ses01M,M
Ses01M_impro02_M008,xxx,66.16,70.18,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.02000000000001,Ses01,Ses01M,M
Ses01M_impro02_M009,sad,75.73,78.6525,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.9224999999999994,Ses01,Ses01M,M
Ses01M_impro02_M010,sad,79.18,81.86,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.6799999999999926,Ses01,Ses01M,M
Ses01M_impro02_M011,sad,82.09,86.28,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.189999999999998,Ses01,Ses01M,M
Ses01M_impro02_M012,sad,88.825,90.655,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,1.8299999999999983,Ses01,Ses01M,M
Ses01M_impro02_M013,sad,95.45,99.875,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.424999999999997,Ses01,Ses01M,M
Ses01M_impro02_M014,sad,106.1,114.44,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,8.340000000000003,Ses01,Ses01M,M
Ses01M_impro02_M015,sad,115.0275,117.31,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.282499999999999,Ses01,Ses01M,M
Ses01M_impro02_M016,sad,122.03,126.42,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,4.390000000000001,Ses01,Ses01M,M
Ses01M_impro02_M017,sad,131.06,137.74,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,6.680000000000007,Ses01,Ses01M,M
Ses01M_impro02_M018,sad,137.75,140.94,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.1899999999999977,Ses01,Ses01M,M
Ses01M_impro02_M019,sad,149.06,152.58,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.5200000000000102,Ses01,Ses01M,M
Ses01M_impro02_M020,sad,154.43,156.51,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.079999999999984,Ses01,Ses01M,M
Ses01M_impro02_M021,sad,163.8,167.56,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,3.759999999999991,Ses01,Ses01M,M
Ses01M_impro02_M022,sad,170.94,173.01,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.069999999999993,Ses01,Ses01M,M
Ses01M_impro02_M023,sad,183.77,189.08,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,5.310000000000002,Ses01,Ses01M,M
Ses01M_impro02_M024,xxx,198.55,201.28,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.7299999999999898,Ses01,Ses01M,M
Ses01M_impro02_M025,sad,214.59,217.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro02.txt,2.4499999999999886,Ses01,Ses01M,M
Ses01M_impro03_F000,xxx,5.02,6.85,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.83,Ses01,Ses01M,M
Ses01M_impro03_F001,sur,10.79,12.08,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.290000000000001,Ses01,Ses01M,M
Ses01M_impro03_F002,exc,12.37,13.7468,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.3768000000000011,Ses01,Ses01M,M
Ses01M_impro03_F003,exc,16.19,17.7425,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.5524999999999984,Ses01,Ses01M,M
Ses01M_impro03_F004,exc,19.6,22.1975,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.5975,Ses01,Ses01M,M
Ses01M_impro03_F005,exc,26.0,33.21,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.210000000000001,Ses01,Ses01M,M
Ses01M_impro03_F006,exc,35.5,39.235,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.7349999999999994,Ses01,Ses01M,M
Ses01M_impro03_F007,exc,39.45,43.78,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,4.329999999999998,Ses01,Ses01M,M
Ses01M_impro03_F008,exc,47.32,54.52,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.200000000000003,Ses01,Ses01M,M
Ses01M_impro03_F009,exc,55.9325,59.71,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.7775000000000034,Ses01,Ses01M,M
Ses01M_impro03_F010,exc,61.1325,72.19,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,11.057499999999997,Ses01,Ses01M,M
Ses01M_impro03_F011,exc,72.4875,80.9,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,8.412500000000009,Ses01,Ses01M,M
Ses01M_impro03_F012,exc,80.93,88.45,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.519999999999996,Ses01,Ses01M,M
Ses01M_impro03_F013,exc,90.11,91.84,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.730000000000004,Ses01,Ses01M,M
Ses01M_impro03_F014,exc,92.87,96.13,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.259999999999991,Ses01,Ses01M,M
Ses01M_impro03_F015,exc,97.35,103.9875,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,6.637500000000003,Ses01,Ses01M,M
Ses01M_impro03_F016,exc,104.6375,109.06,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,4.422499999999999,Ses01,Ses01M,M
Ses01M_impro03_F017,neu,113.79,116.7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.9099999999999966,Ses01,Ses01M,M
Ses01M_impro03_F018,neu,117.21,118.47,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.2600000000000051,Ses01,Ses01M,M
Ses01M_impro03_F019,exc,120.03,123.64,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.6099999999999994,Ses01,Ses01M,M
Ses01M_impro03_F020,exc,123.96,125.74,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.7800000000000011,Ses01,Ses01M,M
Ses01M_impro03_F021,neu,128.06,131.59,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.530000000000001,Ses01,Ses01M,M
Ses01M_impro03_F022,exc,132.16,136.15,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.990000000000009,Ses01,Ses01M,M
Ses01M_impro03_F023,exc,136.29,144.07,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.780000000000001,Ses01,Ses01M,M
Ses01M_impro03_F024,exc,144.61,146.41,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.799999999999983,Ses01,Ses01M,M
Ses01M_impro03_F025,exc,147.17,150.845,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.6750000000000114,Ses01,Ses01M,M
Ses01M_impro03_F026,exc,151.26,153.9075,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.647500000000008,Ses01,Ses01M,M
Ses01M_impro03_M000,exc,2.92,5.56,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.6399999999999997,Ses01,Ses01M,M
Ses01M_impro03_M001,exc,6.31,11.57,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,5.260000000000001,Ses01,Ses01M,M
Ses01M_impro03_M002,xxx,11.7,12.98,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.2800000000000011,Ses01,Ses01M,M
Ses01M_impro03_M003,neu,13.26,16.87,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.610000000000001,Ses01,Ses01M,M
Ses01M_impro03_M004,exc,17.28,26.54,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,9.259999999999998,Ses01,Ses01M,M
Ses01M_impro03_M005,exc,26.6,30.79,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,4.189999999999998,Ses01,Ses01M,M
Ses01M_impro03_M006,neu,32.05,39.5125,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,7.462500000000006,Ses01,Ses01M,M
Ses01M_impro03_M007,exc,39.5775,47.66,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,8.082499999999996,Ses01,Ses01M,M
Ses01M_impro03_M008,exc,48.08,63.1475,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,15.067500000000003,Ses01,Ses01M,M
Ses01M_impro03_M009,xxx,63.635,64.95,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.3150000000000048,Ses01,Ses01M,M
Ses01M_impro03_M010,exc,70.95,73.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.6799999999999926,Ses01,Ses01M,M
Ses01M_impro03_M011,exc,73.67,75.96,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.289999999999992,Ses01,Ses01M,M
Ses01M_impro03_M012,exc,80.76,82.48,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.7199999999999989,Ses01,Ses01M,M
Ses01M_impro03_M013,exc,84.5075,86.66,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.1525000000000034,Ses01,Ses01M,M
Ses01M_impro03_M014,neu,87.42,90.96,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.539999999999992,Ses01,Ses01M,M
Ses01M_impro03_M015,exc,91.37,93.47,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.0999999999999943,Ses01,Ses01M,M
Ses01M_impro03_M016,exc,94.77,98.7,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.930000000000007,Ses01,Ses01M,M
Ses01M_impro03_M017,exc,103.1,114.43,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,11.330000000000013,Ses01,Ses01M,M
Ses01M_impro03_M018,neu,115.84,117.89,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,2.049999999999997,Ses01,Ses01M,M
Ses01M_impro03_M019,exc,117.98,121.76,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.780000000000001,Ses01,Ses01M,M
Ses01M_impro03_M020,exc,121.83,125.14,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,3.3100000000000023,Ses01,Ses01M,M
Ses01M_impro03_M021,neu,125.32,134.0075,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,8.6875,Ses01,Ses01M,M
Ses01M_impro03_M022,exc,135.66,145.44,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,9.780000000000001,Ses01,Ses01M,M
Ses01M_impro03_M023,exc,145.97,150.51,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,4.539999999999992,Ses01,Ses01M,M
Ses01M_impro03_M024,exc,150.58,152.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.4599999999999795,Ses01,Ses01M,M
Ses01M_impro03_M025,xxx,152.1,153.25,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro03.txt,1.1500000000000057,Ses01,Ses01M,M
Ses01M_impro04_F000,neu,9.0256,11.695,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,2.6693999999999996,Ses01,Ses01M,M
Ses01M_impro04_F001,xxx,13.372,15.225,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,1.8529999999999998,Ses01,Ses01M,M
Ses01M_impro04_F002,neu,21.3952,23.2492,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,1.8539999999999992,Ses01,Ses01M,M
Ses01M_impro04_F003,neu,31.256,34.4725,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,3.2164999999999964,Ses01,Ses01M,M
Ses01M_impro04_F004,neu,47.75,50.5,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,2.75,Ses01,Ses01M,M
Ses01M_impro04_F005,neu,63.33,66.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,3.299999999999997,Ses01,Ses01M,M
Ses01M_impro04_F006,neu,67.45,74.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,6.590000000000003,Ses01,Ses01M,M
Ses01M_impro04_F007,neu,74.21,77.53,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,3.3200000000000074,Ses01,Ses01M,M
Ses01M_impro04_F008,neu,84.99,87.2706,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,2.280600000000007,Ses01,Ses01M,M
Ses01M_impro04_F009,neu,87.29,91.63,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,4.339999999999989,Ses01,Ses01M,M
Ses01M_impro04_F010,neu,95.19,103.235,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,8.045000000000002,Ses01,Ses01M,M
Ses01M_impro04_F011,neu,104.73,116.885,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,12.155000000000001,Ses01,Ses01M,M
Ses01M_impro04_F012,neu,118.0,119.79,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,1.7900000000000063,Ses01,Ses01M,M
Ses01M_impro04_F013,neu,120.22,125.24,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,5.019999999999996,Ses01,Ses01M,M
Ses01M_impro04_F014,neu,128.79,131.74,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,2.950000000000017,Ses01,Ses01M,M
Ses01M_impro04_F015,neu,135.94,138.22,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,2.280000000000001,Ses01,Ses01M,M
Ses01M_impro04_F016,neu,138.5,139.99,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,1.490000000000009,Ses01,Ses01M,M
Ses01M_impro04_F017,neu,141.06,145.04,/content/drive/MyDrive/Datasets/IEMOCAP_LIGHT/EmoEvaluation/Ses01M_impro04.txt,3.9799999999999898,Ses01,Ses01M,M
